pos_id,side,open_time,open_price,lot,sl,tp,half_exit_time,half_exit_lot,half_exit_price,pnl_half_usd,final_close_time,final_close_price,final_close_lot,final_reason,pnl_final_usd,hold_min,total_pnl_usd,running_balance
16,BUY,2024.01.31 16:00:05,2048.65,0.23,2045.65,2068.65,,0.0,0.0,0.0,2024.01.31 21:00:03,2045.65,0.23,SL,-69.0,299.97,-69.0,9486.88
17,BUY,2024.02.01 18:00:03,2055.99,0.23,2052.99,2075.99,,0.0,0.0,0.0,2024.02.01 19:00:06,2052.99,0.23,SL,-69.0,60.05,-69.0,9417.88
18,BUY,2024.02.01 20:00:06,2056.58,0.22,2052.99,2075.99,,0.0,0.0,0.0,2024.02.02 03:00:21,2052.94,0.22,SL,-80.08,420.25,-80.08,9337.8
19,SELL,2024.02.05 15:00:04,2020.18,0.22,2023.7,2000.7,,0.0,0.0,0.0,2024.02.05 16:00:08,2023.79,0.22,SL,-79.42,60.07,-79.42,9258.38
20,SELL,2024.02.12 16:00:08,2014.91,0.22,2017.91,1994.91,,0.0,0.0,0.0,2024.02.12 19:00:10,2017.91,0.22,SL,-66.0,180.03,-66.0,9192.38
21,SELL,2024.02.13 15:00:05,2011.9,0.22,2014.92,1991.92,,0.0,0.0,0.0,2024.02.13 17:00:06,1991.92,0.22,TP,439.56,120.02,439.56,9631.94
22,SELL,2024.02.13 18:00:00,1992.3,0.23,1995.3,1972.3,,0.0,0.0,0.0,2024.02.13 18:00:06,1995.91,0.23,SL,-83.03,0.1,-83.03,9548.91
23,SELL,2024.02.13 19:00:00,1994.96,0.23,1994.96,1974.96,2024.02.14 12:00:00,0.12,1991.29,44.04,2024.02.14 19:00:14,1995.35,0.11000000000000001,SL,-4.29,1440.23,39.75,9588.66
24,BUY,2024.02.16 21:00:02,2014.91,0.23,2011.46,2034.46,,0.0,0.0,0.0,2024.02.16 22:00:21,2011.29,0.23,SL,-83.26,60.32,-83.26,9505.4
25,BUY,2024.02.19 02:00:02,2015.53,0.23,2015.53,2035.53,2024.02.19 06:00:00,0.12,2019.87,52.08,2024.02.19 17:00:20,2015.53,0.11000000000000001,SL,0.0,900.3,52.08,9557.48
26,BUY,2024.02.20 11:00:07,2023.04,0.23,2023.04,2043.04,2024.02.20 15:00:00,0.12,2026.72,44.16,2024.02.21 02:00:41,2022.97,0.11000000000000001,SL,-0.77,900.57,43.39,9600.87
27,BUY,2024.02.21 05:00:43,2030.93,0.23,2027.92,2050.92,,0.0,0.0,0.0,2024.02.21 10:00:10,2027.92,0.23,SL,-69.23,299.45,-69.23,9531.64
28,BUY,2024.02.22 10:00:05,2032.57,0.23,2029.27,2052.27,,0.0,0.0,0.0,2024.02.22 11:00:13,2029.27,0.23,SL,-75.9,60.13,-75.9,9455.74
